#  mag    s2    col   pd
      -14.839411     -0.58079012       1.4909228       82.971023
      -15.587893      0.33209935      0.83274461       107.74723
      -14.248630     -0.16439800       1.0732375       104.96561
      -14.341373      -1.2085126       1.1876157       150.15138
      -15.012449      0.99755280       1.3445690       102.11555
      -15.478970      0.27253952       1.1951079       87.861705
      -15.568986     0.023493800      0.93705802       132.23113
      -14.793894     -0.76691274       1.7254950       81.575401
      -15.501622       1.0197348       1.0774076       99.913465
      -14.700249      0.18565000       1.3021540       84.010861
      -15.874065      0.73063501       2.0623237       82.352902
      -16.174193       1.0719385      0.93151224       111.86376
      -16.115168      0.95655534       1.3600917       106.84750
      -15.877042       1.4119719       1.1427774       66.542909
      -13.770147     -0.34129343       1.4363016       76.997237
      -16.396771       2.0051336      0.78822025       101.09432
      -15.574720      0.95692542      0.99932869       112.79928
      -16.082267       1.1280887      0.76798998       89.659404
      -14.299968     -0.77549759       1.8047462       91.133732
      -16.602879      0.82475662       1.2615885       92.769907
      -14.159726      0.25904784       1.4932790       98.412384
      -15.037418     -0.29504804       1.3799960       119.99258
      -14.105333      -1.0149368       1.1572012       107.72995
      -16.514133      0.43300626       1.4237077       90.549723
      -15.307421     0.028494758      0.91955479       126.22064
      -15.020550      0.83912898       1.6096430       98.739333
      -14.531746      0.78446793      0.97341054       111.33813
      -14.592392     -0.92248492       1.3145465       104.64050
      -14.658348     0.066671672       1.6614440       81.791590
      -16.197551       1.2176297       1.3277313       117.08817
      -15.132795     -0.56545759       1.5617932       94.629610
      -17.104154       1.6439987       1.0450562       88.170057
      -16.024364      0.52500460       1.5201228       87.391923
      -15.597840       1.5553866       1.1080423       105.56103
      -18.261001       2.4179691      0.14486858       104.47227
      -15.795598      0.35824652      0.65232820       113.50314
      -15.218943    -0.032494179       1.5806574       96.368881
      -16.259296     -0.21094759       1.3745554       62.118228
      -15.454341      0.87714687      0.76281789       121.47259
      -15.925622      0.35083055       1.3329475       90.099363
      -14.283109      0.58264221       1.2482190       119.10045
      -15.584847     0.082654794       1.0441384       131.15692
      -17.405676       1.1937849       1.0752510       83.186331
      -14.994301      0.14740885      0.27837937       132.54630
      -15.587350     0.023854351       1.2870597       97.526094
      -16.052223     -0.28067957       1.3872033       103.96846
      -16.840245       1.8190799       1.2071053       102.57349
      -15.632158      0.95171955       1.3348456       90.379379
      -15.606644      0.63506151       1.6685238       65.406234
      -17.013816       1.4821047      0.93037808       92.856290
      -14.811063      0.28430951       1.2105310       123.97079
      -15.632860      0.65119717      0.57248842       112.71285
      -13.681672      -1.1766952       1.7182806       122.61442
      -16.120983      0.51309185       1.2612777       74.285193
      -16.076700      0.73191291       1.3806788       57.054199
      -15.545914       1.4489732       1.2895433       97.106532
      -15.666150       1.1331400       1.5750860       65.225257
      -17.318845       1.3812227      0.90497268       112.01250
      -14.303346      -1.6209059       1.4579122       98.677586
      -15.332371     -0.54905878       1.6667164       81.764487
      -16.172376       1.5660721       1.2517876       84.285559
      -16.607978       2.2669180      0.94073672       100.91437
      -13.678990      -1.4752541       1.6084238       122.81487
      -14.659290     -0.31011748       1.6726791       74.249815
      -15.165044      0.91091418      0.96206659       115.02822
      -15.316592      0.24454257       1.3947068       105.21570
      -17.060387      0.89907917       1.2374063       63.732721
      -15.012457      0.43650465       1.6484631       96.315670
      -15.954891      0.99574996       1.5285638       83.557724
      -15.741943      0.57253601       1.6957640       77.209840
      -14.079331     -0.64554483       1.2954063       132.76881
      -15.231305      -1.1694542      0.92072242       130.03348
      -14.640397      0.98452578       1.2732120       94.029579
      -14.132183      -1.0289165       1.7139338       87.452224
      -15.045524       1.5189114       1.2964743       99.273962
      -15.013676      0.21029237       1.5964742       89.172399
      -17.133103       1.7868195       1.0200898       99.995002
      -16.584383       1.5310311       1.0068380       101.64996
      -15.564554      0.32190073      0.82663320       113.86975
      -15.273534       1.5459212       1.0107848       117.89664
      -14.788069     -0.68123010       2.0110967       94.674223
      -13.871762     -0.76281596       2.0279007       98.581368
      -16.544563       1.6070145      0.81536618       79.125604
      -15.959350       1.2814956       1.2999730       98.840049
      -15.417650      0.62109150       1.6534966       68.527173
      -15.569156    -0.032231462       1.4019738       111.76236
      -15.222220      -1.7385663       1.6850231       41.568639
      -16.320688      0.94879797       1.4803778       76.477412
      -14.796154       1.2949702       1.4134448       99.738019
      -15.056455     0.091313403       1.0385891       89.907199
      -15.668852       1.2822424       1.3909883       91.834185
      -14.768792      -1.3222225       1.6907923       93.783400
      -14.876271       1.0339356       1.4109291       99.975881
      -17.099505       1.9102558      0.76896442       97.039510
      -15.305629      0.94458329       1.6389860       48.957490
      -15.446169      0.26992248       1.0071745       110.83451
      -15.680332      0.89306323       1.3705884       104.15438
      -15.518043      0.98364644      0.87197477       128.28615
      -14.657988      0.92997811       1.6851797       74.173479
      -15.495661     -0.95107256       1.8335402       115.06468
      -14.829517     -0.80093504       1.1695154       117.27226
      -15.127747     0.089409649       1.6329348       85.991481
      -15.380069    -0.049294625       1.1176275       121.73617
      -15.148136       1.0304896       1.6277107       89.517285
      -15.298658      0.98417191       1.2659048       102.94462
      -15.105200      0.14721363       1.4872664       105.45545
      -16.465551      0.95301939       1.2461121       65.636946
      -16.064691       1.4888616       2.0835376       79.471710
      -13.591271      -1.2187989       1.5246990       93.750395
      -15.322194     0.052090417       1.4097224       89.407159
      -13.583810      0.34526462       1.1712406       123.84898
      -14.471122     0.093319172       1.3974519       112.46779
      -15.981169     -0.28382210      0.87760720       112.78022
      -16.144759     -0.42841084       1.1423231       118.28410
      -16.001014       1.3746719       1.4247239       79.181209
      -14.755858     -0.68511623       1.3760070       96.603628
      -16.491873      0.30511919       1.3555410       73.041096
      -15.363952      0.89482709       1.6403265       86.317366
      -15.562176     -0.67202328      0.81446789       116.54708
      -15.469783      0.63409579       1.6401258       60.063429
      -14.457358     -0.26276176       1.5376448       103.83718
      -16.313688       1.2981426       1.2237325       76.909799
      -15.892214       1.1750124       1.2538959       85.344066
      -13.991620    -0.021484893       1.4986955       109.52628
      -16.893037       1.5520722       1.2125041       101.79627
      -15.797106       1.0724917      0.99620549       128.75389
      -16.350437       1.2133942       1.1251232       112.73056
      -15.434441      0.80422716       1.3075706       107.96323
      -14.467629     0.058076592       1.8919972       82.313893
      -16.752826      0.30882002       1.3067048       92.333582
      -16.045240       1.0961320       1.5345402       91.343333
      -14.320448     -0.22498109       1.0600824       95.764949
      -15.588355      0.32725651       1.4516894       77.088417
      -16.230896       1.5664959       1.4693743       96.283818
      -14.424178   -0.0080181642       1.3227719       110.29393
      -15.130505      0.20543493       1.4582058       94.307069
      -15.878496       1.6518682       1.3291146       65.738965
      -15.473746      0.21784787       1.1067761       114.25742
      -15.412764     -0.37875026       1.4416799       75.763576
      -13.941631      -1.2514591       1.2954319       136.56599
      -14.336637      -1.3589150       1.7621436       95.760002
      -16.654073       1.1863420       1.2481520       95.033706
      -15.731142      0.67673710       1.4193603       92.062731
      -15.301129      0.54736643       1.4591247       86.338864
      -13.676564      -1.6162831       1.7178965       82.987232
      -14.903469      0.93144359       1.4116442       102.04443
      -16.394099       1.6493044       1.0489564       107.09987
      -16.341691       2.2193244       1.2271379       94.138361
      -15.240046       1.1996233       1.3066411       94.173194
      -15.535814      0.71354817       1.8339367       56.568054
      -14.149514      0.28058684       1.5802426       94.653187
      -17.353938       2.7176757      0.67201643       108.19974
      -13.747791     -0.63219964       1.5717836       118.52339
      -14.908530     -0.67188696       1.1545239       119.81235
      -15.792240     -0.58948043      0.73934928       130.25182
      -14.942061     -0.63832965       1.0079886       128.84455
      -14.127223       1.1396909       1.3786218       124.84936
      -14.936131    -0.090588225       1.6470696       95.793558
      -14.970819      0.63271147       1.2767855       103.20440
      -15.903458     -0.61054559       1.5959901       89.937331
      -14.838542      -1.2888427       1.9406378       96.013798
      -16.280070       1.0669825       1.3414416       104.26556
      -17.393289       1.9948127       1.3232579       84.639099
      -17.097365       1.0839595       1.5008395       82.545715
      -15.685902      0.51544789       1.7502613       54.202436
      -12.834806      -1.6431783       1.4304490       109.73695
      -15.131531     -0.42749586       1.1457310       127.38651
      -15.030966       1.3797084       1.6587334       61.191062
      -16.313009       1.3394747       1.1838031       79.852517
      -16.505954       2.0547128      0.63898902       99.899570
      -16.270067      0.11002834       1.1339250       97.352389
      -16.253546       1.5676390       1.6197905       55.478801
      -14.523297    -0.016700086       1.8250370       92.668641
      -15.093454     -0.97245650       1.8490982       96.986620
      -14.404851      0.41582631       1.7040602       76.720102
      -14.395831       1.2080209       1.3525591       75.668191
      -14.310901      0.77780834       1.3314278       67.902136
      -15.736035      0.94128602       1.1383725       92.063720
      -15.961219       1.4428351      0.91574296       114.05771
      -16.081887       1.5534794       1.7783297       80.484564
      -15.078310      -1.0490979       1.8171978       99.382365
      -16.501855     -0.21289292       1.6529973       101.43842
      -16.379438      0.84587810       1.2672181       90.704105
      -14.775185     -0.24588365       1.2521869       90.988883
      -15.699163       1.7206602       1.0292122       108.23384
      -14.315549      -1.1432392       1.9245432       82.007819
      -14.918381       1.2975626      0.91306103       123.48290
      -16.111461       1.6120238       1.4778142       78.773621
      -15.938724     -0.66002351       1.5243108       100.96593
      -13.334377   -0.0059086659       1.6925220       110.89514
      -13.919575      -1.1751226       1.5124007       109.91028
      -16.228658       1.0805540       1.0769504       117.45791
      -13.789164      0.57500031       1.2264877       104.94619
      -14.391238      -1.6473833       1.6114778       121.91439
      -16.421604      0.58423878       1.9202922       87.847751
      -15.451355      0.93729424      0.95806909       93.329966
      -13.796590     0.035562652       1.2883988       107.94757
      -13.983917     -0.93083079       1.6627881       99.461959
      -15.582726      0.85078407       1.3255200       98.121266
      -15.776888     -0.53108029       1.6449847       86.420729
      -15.581764       1.6965913       1.1501891       79.528200
      -15.708027      0.46930601       1.4862684       98.692390
      -14.713762      0.30183710       1.8423366       81.330495
      -14.356653      -1.6153399       1.4839587       112.67550
      -16.587933      0.34755470       1.3408971       98.777376
      -15.257641     -0.27033452       1.7086887       59.815131
      -14.963752     0.051934325       1.3250746       116.16363
      -14.950804     -0.60782615       1.0883501       112.52280
      -15.749805      0.46632746       1.1129745       96.456884
      -14.618485      0.22107253       1.2593913       106.70950
      -14.409934     0.079649414       1.4897468       103.23393
      -14.931043      0.46926946       1.1313976       103.19544
      -17.627256       1.1568237       1.2318825       81.212389
      -14.903381     -0.51464843       1.0783130       86.865408
      -15.863815      0.74903603       1.2964243       105.04564
      -15.866128       1.2265025      0.57119772       110.44686
      -14.788920    -0.026825346       1.3493369       78.858550
      -14.088590    -0.045695409       1.2891115       110.07273
      -14.820106     -0.19133217       1.3998565       87.786677
      -16.070238       1.1450333       1.0210124       111.31209
      -15.649901    -0.040957648      0.89123619       116.20626
      -16.127790     0.026371507       1.4694896       88.821909
      -15.506832       1.5574099       1.5842395       64.902065
      -16.527867       1.7838782       1.0970861       124.23249
      -14.758964     -0.14707363       1.3664742       106.28859
      -15.623107      0.38519943      0.69220916       121.74102
      -14.304243      0.52008272       1.7921959       72.287419
      -15.382422       1.8917795      0.96773295       73.316820
      -15.562607     -0.17376858       1.4014566       111.81159
      -17.309504      0.99344635      0.88383615       86.201884
      -15.251789       1.2121863      0.92065648       77.125748
      -15.372526       1.5770638      0.80004601       127.09401
      -15.422655      0.47560162       1.2578137       103.06778
      -15.498388       2.3640179      0.78997670       139.11912
      -14.398820    -0.051936156       1.5600887       96.850219
      -15.035394      0.66009821       1.4084163       94.095969
      -15.700650       1.3186458      0.96414475       122.21659
      -15.086715      0.68888179      0.85869271       110.92181
      -14.830750      0.69731366       1.2536190       117.41692
      -15.358899       1.5399188       1.4395697       87.447286
      -16.161801      0.32810373       1.8175557       61.119594
      -16.160130      0.34297736       1.3665649       121.94164
      -14.485604     -0.12405733       1.3235711       103.42047
      -15.591274     -0.39834842      0.80058784       118.89828
      -16.399573       2.7862311       1.5697291       61.221101
      -15.805862      0.94490155       1.0059329       92.552914
      -15.539444       1.4699877       1.2397465       72.567924
      -15.338917     -0.43891619       1.6586633       73.032133
      -14.826932      0.55806714       1.4381137       81.356885
      -15.223083      0.61996239       1.8024951       81.070425
      -15.626416     0.032339540       1.6909145       73.511313
      -15.365004     -0.80444845       1.8152424       92.560242
      -15.254719    -0.083478817       1.4118147       92.128208
      -15.368597      0.57928166       1.7683969       103.02552
      -16.050337      0.74300672       1.3950215       80.351367
      -15.560757      0.92013710       1.6215119       99.202266
      -15.669132      0.43495083       1.3097598       124.65279
      -14.445169     -0.39680101      0.80470485       140.77144
      -14.838509     0.016852272       1.0076431       90.927466
      -14.646186      0.63661788      0.86648324       111.70918
      -15.439005       1.7079501       1.5852759       68.613534
      -16.754716       1.0149751       1.1212206       91.211920
      -13.423185     -0.69893834       1.1495023       123.28633
      -16.536010       1.3324118       1.4167553       103.13350
      -15.795521     0.073477769       1.4233649       99.753256
      -14.678099      -1.1061357       1.4464574       93.584218
      -17.167532       2.4868906       1.2757700       80.920116
      -15.296635       1.4189807       1.2966981       97.710979
      -15.360965      0.88284914       1.2703129       87.094003
      -15.402948      0.58379621       1.3678870       92.652404
      -15.726520      0.61309928       1.0685112       80.931021
      -14.661276     -0.70917552       1.9074712       46.686318
      -13.210305      -1.6943057       1.1002422       139.57654
      -15.270551     0.058617602       1.7442500       124.83516
      -15.752547      0.98460984       1.5894681       68.936217
      -14.732518     -0.18841007      0.98961099       118.32730
      -16.764820       1.8747700       1.4036967       74.908948
      -15.513340    -0.034216007      0.93700343       97.340210
      -16.120428      -1.0333123       1.2112345       92.798826
      -14.365068      -1.8781592       1.3861027       109.96719
      -16.392610       1.2408411       1.5004034       64.689910
      -15.023150       1.0461581      0.75015034       141.68929
      -14.842210      0.54398402       1.4122838       89.208521
      -15.663996       1.3125399       1.1715962       78.639753
      -14.070537     -0.92450224       1.9736953       90.452025
      -16.639453      0.83134755       1.6252816       77.787423
      -14.443962       1.7311509       1.4661783       109.26625
      -14.076075      0.16577063       1.6101694       83.824691
      -13.602009      -1.2447631       1.5556038       100.18177
      -15.853932       1.5104670       1.0016454       102.86790
      -13.792249      0.10222447       1.6717993       74.487498
      -15.583677       1.1452659       1.0974727       98.785793
      -14.123858     -0.25338507       1.6545508       123.24977
      -14.867090     0.086436225       1.0115647       108.95056
      -14.281083      -1.0516283       1.1411635       139.01389
      -16.374211       1.6753296       1.0707312       92.201662
      -14.526465      -1.5653959       1.5502685       102.89893
      -15.606922    -0.019776645       1.0224603       89.407108
      -14.861116      0.15421516       1.5354506       83.349183
      -14.156051       1.5859001       1.1222281       86.593131
      -16.047417       1.4184901      0.81559375       107.78878
      -14.695602     -0.58217738       1.5175521       112.48379
      -15.573303      -1.0353522       1.4254813       98.206219
      -15.059361      -1.1075622      0.87799019       135.24614
      -17.250545       1.2317947       1.0750500       98.295906
      -15.938400       1.4342490       1.8631367       71.677313
      -15.262865      0.36158946       1.5589576       100.37712
      -16.695581      0.24039187       1.2320405       98.867909
      -15.018306    -0.047077547       1.8512293       91.745524
      -14.954392      0.21631610       1.2062524       119.12306
      -15.235881      0.99627755       1.6874453       93.887978
      -15.299027      0.34486136       1.6982049       66.514251
      -13.940161     -0.15702665      0.87760220       123.66798
      -17.066627       1.4918570       1.3741313       82.622729
      -16.812656     -0.17381458       1.5659666       92.197306
      -15.877742    -0.078516037       1.4140965       96.344277
      -16.380730       1.7583422       1.9225655       69.358120
      -15.424393     -0.77454484       1.2903045       102.36968
      -16.786287       3.4032509      0.82744101       93.535799
      -16.964130      0.98021447       1.1891245       79.940807
      -15.329987     0.038194456       1.3193727       85.293354
      -14.828203     -0.23189454       1.3979732       101.42362
      -14.519839     -0.48223804       1.7064628       106.70097
      -17.164184       1.6338705      0.94958613       103.53134
      -14.827106      0.88706908      0.98039440       107.46853
      -15.182585     -0.91585200       1.3120918       128.53193
      -16.602007       1.4078526      0.64968702       134.69276
      -14.305529     -0.20145884       1.2696915       111.68734
      -16.683310       2.2914099      0.94185140       112.38416
      -15.638803       1.5131649       1.1910852       119.56129
      -14.765127    -0.079320312       1.4534536       81.246285
      -14.339382     -0.42234711       1.8306803       73.151391
      -14.348322    -0.010260438       1.4300487       100.17159
      -16.614123       1.3344481      0.98332459       111.36526
      -15.112095      0.20313623      0.92409290       123.08735
      -14.914351       1.2843966       1.4710245       80.352865
      -16.591200      0.84002107      0.62735037       118.02749
      -14.896098      0.73141120       1.4116942       96.310561
      -16.248471       1.0648857       1.3753562       96.805571
      -14.395100      -2.0933945       1.2870752       113.32580
      -15.476929      0.29254263       1.6842778       73.715644
      -13.616672     -0.69106033       1.5116186       93.037816
      -15.765356       2.6514721      0.93052625       99.125131
      -15.951471      0.70000907       1.1271744       126.91049
      -15.491597      0.31144579       1.3794077       102.61117
      -13.232266     0.031941991       1.3546169       87.080447
      -15.783344       2.2353299       1.2057918       59.907307
      -16.113095       1.2992558       1.0771818       98.837762
      -14.804104     -0.54781377       1.4993652       97.185542
      -15.750447      0.43562458       1.0545866       98.070682
      -15.233029      0.47378682       1.4778794       76.618137
      -15.369665       1.8803502       1.1174505       79.250626
      -16.226022      0.63139576       1.1044626       102.48065
      -15.900769      0.95681887       1.4664455       105.46230
